"V1","V2"
27308,-14849
27391,-8048
26375,-30315
27346,23518
27552,-12148
27296,-8640
-12636,-12669
21431,-29588
27412,-33260
26773,-19875
26419,-14308
27031,9174
27444,-12178
25644,-17270
27327,-24106
27393,-24709
27516,-9709
27335,-9756
27461,-31744
24974,-14498
26600,-7898
27062,-23186
-33106,-34347
27143,-20917
25707,-27078
27328,-13022
25401,-15939
27580,-27645
26877,-29681
27550,-28241
-12898,-12952
27596,-30681
23970,-33683
25550,-19363
27188,-11060
27470,-10844
24161,-9682
27560,-3555
27524,-20828
27570,-23704
27220,-35118
27368,-24300
27419,-27944
27573,-34532
27597,-3958
26628,21723
27263,-19607
27181,-5521
27607,-12197
27163,-16715
27557,-28754
27317,-13359
27456,-5907
27338,-31803
26021,-34617
26878,-28014
20867,-9118
27374,-25955
27634,-11615
27414,25678
26528,-29546
26857,-8044
25398,-1141
27285,-2210
27592,-25637
27482,-33158
26345,14959
-8238,-8241
26782,-10648
26723,26178
27389,-18073
27561,26596
27626,-23159
27517,-34140
27571,-5251
26418,25253
27519,-22168
27604,26411
27325,-24647
27539,-17977
27543,-14024
27590,-19137
27589,-7356
27315,-22483
26167,-32899
27117,-33589
27565,-35952
25744,25278
19098,-23128
27658,-34383
27162,-18238
27139,-24574
27624,-30879
27640,-31340
23744,-35613
-31484,-31485
27008,-34962
25634,-24619
24348,-29348
27486,-14740
25585,-30780
27262,-34282
27546,-12014
27668,-30614
27390,-6032
27186,-19263
27421,-23343
27673,-18074
27677,-5248
27105,-1652
25861,-35205
27460,-14025
27568,-29291
27619,-9724
27529,-34024
27599,-22515
27584,-7692
27541,24588
27125,21551
26496,-2336
-30103,-31817
26897,-119
27656,-30918
-32205,-33246
27497,-6772
25911,-8509
26979,-28885
26922,-16972
27661,-30684
27611,-19192
27601,-26072
27351,-7598
25743,-9986
27645,-1246
26676,-21639
22636,-1294
26791,18610
27621,-33358
26511,-13831
27156,-11741
27405,-27108
23238,22057
27588,-25994
27427,-26171
26102,-27914
27651,-30830
27606,-5864
27357,-30507
27004,-3036
25560,-27596
27314,26732
25032,24242
27354,-24158
27353,-10635
27574,-34114
27505,-30618
27258,-10487
-18976,-18977
27638,26792
25701,-23378
27275,-22306
20850,19875
18167,-32821
26229,-15755
26688,-28077
22412,-7295
27164,-32406
27303,26512
-28662,-28663
27702,-25289
27650,-5483
27685,-7411
27109,-28917
27361,-22153
27681,-24652
24000,-26959
27082,-8420
-17279,-17295
-6529,-9013
26188,-884
27705,-26210
27696,-31341
27503,27033
26911,-31220
27731,-30676
26883,-19843
26581,-34063
16279,-33531
27474,-19546
27689,-35994
15013,-15189
26216,-29514
27707,-6046
24320,20822
27715,-26888
17824,-20443
26827,-6303
27383,27364
27692,-29656
27714,26539
26462,-35351
27641,-20827
27564,-10079
27348,-249
27671,-10637
27225,-12586
26948,-18458
27513,-30968
27313,-930
25170,-31790
27118,-18739
27223,-20947
27509,-10160
27682,-30966
27647,-15564
27572,-30522
27792,-35953
27667,-25621
26454,-27014
27553,-26437
27032,-1562
27736,-1195
27679,-22203
25222,-23495
27660,-25947
27637,-23460
18213,-22472
26943,-18187
27430,-15459
27569,26282
27653,-15702
26921,-31970
27795,-6053
27122,-12245
23702,-31890
-20861,-33943
27443,-20866
27748,-12193
27763,-33360
27212,-10956
27725,24968
26293,-32977
27801,27402
27732,-20655
26163,-19953
27520,-11180
26104,-13751
27233,-31965
27819,-32606
27221,-34463
27654,-13318
27783,-11983
26247,-2388
27059,23357
27630,-15698
27288,-29240
27417,-17531
26976,-19719
27264,-31596
24321,-10754
25655,24497
27730,-32181
27805,-32671
27587,-32910
27750,-33526
27447,-33805
27458,-26809
27333,-15087
27598,-21856
27567,-30907
27767,-22397
27547,-9491
27415,26185
27713,-34040
-31802,-33837
27676,-27095
27129,-26943
-20562,-20567
22326,-34355
27491,-29557
-20991,-20996
-18602,-18603
27602,-5108
27437,-14221
27079,-13756
27481,-33645
26881,-32254
27666,-31720
27858,-21499
26900,-16749
25405,-9762
27820,27019
-15036,-28597
26779,-3519
27665,-1155
19615,-16524
23719,-31716
27817,-26188
27775,-28924
-25358,-25359
27525,-7181
-32159,-32160
25946,-31169
27807,-10681
26884,-32571
26658,-20233
24992,-13187
26256,-12777
27687,-33406
27784,-31901
27269,-31387
27827,-19375
27198,-22054
27854,-26206
27408,-6209
26471,-21147
26120,-33377
27846,-33254
27409,-15493
27000,-25224
27861,-31071
27256,-15022
23732,13321
27816,-30958
27392,-21801
26320,-32774
20028,13774
27727,-29319
27088,-32269
27522,-29403
27851,-33662
27865,-10050
25031,-15354
27302,-34895
27683,-16960
26823,26481
23396,-30363
27777,-24655
27891,-29252
27818,-6942
27628,-13021
27578,-15524
27395,-15636
27544,-33315
12456,-28032
27869,-26840
27608,-8602
-4640,-4641
26056,-20442
27835,-6039
27828,-28859
27766,-17334
26271,-28490
-23272,-29445
27577,-11498
27294,-25397
25166,-25720
27787,-30642
27857,-32114
26817,-31552
27815,-35435
27719,25384
27867,3749
27912,-6179
27101,-20279
27190,-33023
27579,-4567
27512,26849
21429,-17186
27804,-20776
27710,27691
27926,-26794
27845,-24205
26642,-26718
26536,-29090
27920,-21162
27453,21201
27890,-12719
27623,-7960
27271,-30887
27272,-30615
27413,25421
26543,-24153
27410,-19894
26914,-24086
26720,-32458
25449,-30707
27466,-3027
27960,-30646
27309,-34134
27755,26227
26597,-24504
27797,-26870
27542,-20597
25935,25134
27299,-31195
24121,-11447
27943,-26373
27684,-19135
27343,-27034
27380,-28590
25307,-16567
24260,-4325
27728,-8508
27933,-1123
27810,-35201
27934,-22616
26618,25684
27961,-2059
25856,25141
27824,24793
26517,-11586
27172,-29383
27915,-22075
-23054,-31994
27617,-31957
26180,-31313
26847,-14755
27742,-11759
26919,-11858
27914,-25921
27894,-25649
27859,-24591
27850,-32695
25884,-6937
25770,22894
27657,-34605
27023,-6625
27932,-31047
22365,13661
26840,-23944
27615,-26483
27396,-8755
23174,-30080
27759,-28772
27643,27523
27318,24999
27454,-6358
26159,-13643
27833,-34239
27879,27868
27600,-29464
27980,-29921
27740,-33357
27966,-34937
28001,-19175
21684,-20518
27948,-22863
27975,-32573
27631,-22531
27729,-28881
27104,-25639
27238,-27388
27674,-31305
27782,-1907
27068,20670
27799,-20998
26947,22614
27582,-27423
23502,-12274
28007,-35592
23721,-449
27823,-1558
27931,-33530
-27527,-27535
27680,-16596
27878,-30579
24223,12635
26616,-9303
25293,-34724
27332,-17228
27711,-5225
27852,-30505
27923,-33347
27802,25742
27973,-23122
28023,-28816
27305,-26411
27776,-30245
26035,24707
28011,-28732
27900,-13746
27511,-16963
17690,17120
24475,-16131
28047,-34211
26949,-33553
28006,-8471
27381,-1744
27274,-31413
27187,-23945
27774,27363
26444,19132
27478,-31366
28048,-19171
27874,-31518
27709,-25799
27903,-7169
27990,-8345
27675,-20918
27996,-20582
26278,-12740
26388,-24449
27203,-32558
27177,-19841
28012,26719
20742,-8284
27974,-30930
27840,27531
-21403,-27986
27958,-10874
27506,-27299
27901,-28921
27772,-25284
26938,-27716
25010,-32818
28078,-23134
28008,-31461
27978,-23362
27293,-31250
28080,-4266
26685,-11391
26567,-32031
27632,-28240
27704,-34894
-30037,-33455
27242,-27837
-30160,-35955
27636,-15897
19213,10114
28063,-35531
27998,-4348
27734,26335
27963,-35373
27791,-3726
27153,-25664
-24157,-24161
27921,-15458
27968,-32165
27994,-13152
26352,-27454
28039,-25866
27432,20542
26983,-30026
26993,-22714
28046,-33326
27603,-14853
28059,-23957
28084,-3953
27916,-11938
24925,-35261
27745,-8941
27842,-35537
28055,-16593
-1447,-1491
27494,-26516
28015,26748
27814,-30091
27769,-25831
27556,-24797
28116,-25303
27749,-5881
27913,-26341
28051,-11245
27563,-27687
28097,-19128
27627,-27045
28099,-25812
28102,-20275
27946,-33323
27813,-14756
27442,-12797
27746,-33472
28091,-1755
27694,-9098
27480,-2151
27841,-23268
27081,26432
-27599,-31675
27063,-14682
25580,-8321
27046,20014
27962,-31522
27518,26205
28066,-32275
27618,-31940
27955,-17501
25230,-28598
27822,-29609
25953,12455
26740,26710
11228,8437
-23545,-23547
26926,-32994
26729,-32645
26953,-28508
26918,-1136
27839,25567
27554,-23875
27849,27429
28163,-25313
-31424,-31427
28079,-25934
25680,22560
28168,-19149
27761,20115
27165,-31975
28013,-27276
28178,-14371
27581,-8358
28016,-22067
28090,-8541
28164,-5850
28121,-20649
26585,-21214
28110,-17223
27949,-9886
27940,-24643
23402,-4509
26294,-13828
27982,-3516
27652,-19991
28050,-26846
25063,14782
27991,-30648
27965,-18376
23951,-18706
-11830,-34842
28069,-26663
26763,-3684
13679,-19067
28170,-21919
28113,-29411
27283,-23697
27888,27449
27663,26100
27211,-13537
27758,-32016
27983,-30189
27566,25647
27693,27339
27699,-34963
27593,-5543
27706,26850
28133,-28976
28103,-20599
28100,-7205
23193,-34057
26362,-8818
27649,27510
28042,-34245
27972,-20748
28020,-29951
27844,-32979
28018,-24076
27205,-8209
28148,-33721
28149,-32877
27788,18408
28119,-14274
28041,-32072
22947,22929
8476,-28094
28155,-10957
-6548,-6549
28234,-25829
27052,-28418
27066,-35572
28088,-35279
28061,-24343
28182,27255
27906,-10691
-22287,-22289
27864,-16854
25800,-29762
27881,-33575
27941,27633
28152,-12011
26400,-19845
27953,-28852
27806,-23626
26614,-19241
27825,-22162
28262,-23116
27559,21328
27942,-32707
28213,-30352
28218,-30954
-16606,-16623
28045,-31923
27227,-32902
28068,-8049
28035,-28580
28259,-23523
-27594,-28087
28227,-11667
23996,-20656
27426,-30817
27686,-32595
28247,-30702
27944,-15506
27595,25974
27253,-30567
27883,-20986
28076,-29796
28200,-32050
28188,-28143
27488,-15180
28216,-20647
28298,-23055
28171,-23182
28207,-32890
28004,-16566
28123,-26443
28120,-30939
27300,-6614
28248,-20596
-24609,-24610
27995,-26894
27753,25984
22479,15073
28229,-18749
27907,-33322
25315,-32427
28159,-25542
27472,-31704
28024,-25654
22717,-14476
28044,-29463
28019,-17610
21789,-22711
27307,-1893
26662,-26534
26220,-33543
28122,-15466
-2214,-23430
28214,-8527
27372,-25181
27843,-25428
27614,-33602
26809,15559
28290,-17971
26821,-28688
28093,-30814
28321,-26914
27952,-6040
28085,-34038
23405,-28798
27029,-17657
28240,-30667
26591,-23600
28174,-12780
27927,-29896
28083,-16900
27526,17933
14284,-28894
27594,-30197
27279,-8476
21584,-22879
28147,-13113
28166,-11252
28205,-19374
28137,-17283
28175,-24895
26891,-22140
23352,-27460
27834,27500
27793,-29041
28296,-33715
27583,-12032
28271,-30848
28302,-35549
28292,-31075
27334,-26124
27695,-32559
28210,-14600
28140,-15450
27821,-27010
26491,-31667
28203,-20126
27646,-17287
28228,-23613
28311,-23770
28249,-7207
28072,-32238
27853,-13355
28144,-25881
27350,-28527
28026,-31966
27989,25351
27872,-27564
27886,-14239
28098,-31516
27535,-23987
27057,-34613
28363,-35016
22376,-13803
28342,-25562
-8535,-8538
28030,-35325
28179,-23264
28312,-30668
28142,-21079
27629,25812
26406,-16752
27724,-3398
27905,-28552
26573,24771
28347,-16792
28201,-27133
27708,-34600
25491,-30148
28385,-33225
28105,-31879
27957,-11499
28154,-10819
28065,-24384
28283,-23645
28165,-34350
28354,-12768
25469,-8697
28389,18307
25927,-29908
28398,-11189
28254,-20837
26668,-30129
28225,-26808
-5849,-5851
27938,-1095
27786,-19693
28374,-35944
28263,-31877
-11194,-29655
28356,-32641
24272,23664
28253,26916
26679,-18974
27967,27548
28126,-28246
27911,-29623
27337,-31821
27237,-14176
28364,-25919
28115,-28933
28382,-25305
-7924,-7934
28433,-22123
28257,-14313
24505,-35098
25768,-31583
26697,-29728
28327,-33768
28335,-32931
27866,-32315
26155,-22608
27502,27039
27558,-5174
26802,-26775
28378,-25057
26980,-21150
27882,-27751
-15936,-17407
21536,-32029
28212,-15405
28101,23659
28215,-5926
28362,-35248
28344,-17972
27189,-25549
24297,20293
28360,28286
26728,-11048
27860,27448
28449,-34408
24665,-18593
28161,26631
28014,-13969
28160,-20967
28450,-31953
28411,-26897
19653,-27494
27855,-7270
27498,27495
28445,-25938
28426,-11187
-11897,-12052
27585,-24612
25427,-28101
28173,28056
22051,17558
20197,16183
27555,-13040
-25662,-29872
28395,-31548
22342,-31565
28009,-31446
28260,-30159
26023,23486
28151,-26190
27716,-10114
27575,-29222
28231,-32542
26770,15504
28268,26818
26777,-16700
28284,-28231
23176,-30381
28476,-33469
28314,26409
28162,-28948
28189,-28385
28077,-14016
28301,-22431
28404,-30654
28420,-23631
27985,-24148
28339,-8439
28285,-22174
28337,-25819
28348,-6084
-28088,-28091
27416,26222
28289,-32290
28486,-26261
28470,-26799
28211,-12659
28481,-31952
28141,-30900
28294,-27790
28319,-20603
28393,-29614
28274,-10676
28454,-20741
28293,-15486
28300,-26282
26915,-27530
28276,-16982
28208,-11580
28281,23716
28482,-26881
28384,-18392
26565,-22857
28487,-11208
28447,-25306
27489,-11374
28365,-28991
27586,-32859
27036,-30141
28096,27329
24917,-23497
27908,-26595
28034,-30991
28136,-21111
25355,-34201
27605,-30313
28514,-14065
27848,-11233
27047,21399
28397,-23120
28468,-5891
-4472,-27404
28255,-24956
27612,-28710
28400,21202
26488,26399
28431,21872
27875,-27664
28000,-26330
26957,-29259
28504,-35081
27473,-10708
28510,-35699
28156,26557
16407,-22906
28131,-23510
27457,-35051
28429,-9348
26364,-13812
-1107,-1476
28516,-30678
26472,-20184
28546,-25311
25723,-32967
28309,-8174
28329,-25615
28528,-12642
28176,-1784
28391,-35733
27642,-8850
28408,-3377
27876,-2589
28313,-23232
28010,-30776
26842,-16735
27345,-16207
28232,22379
28438,-34247
28515,-22484
27733,-13825
27984,-28665
28502,25870
26644,-29379
28199,-19080
28383,-5035
28377,-23455
27930,24421
27917,-4398
28236,-31854
20907,-22364
28455,-26993
28527,-30926
28517,-288
28562,-5923
28265,27798
28386,-7221
27726,-32202
28403,-34208
26404,-14749
28496,-31526
28245,-29140
28138,-25677
28521,-15492
28441,-28245
28280,-26208
27897,-30590
28111,-29255
25163,-34108
21999,-471
27399,-31476
28308,-32045
26599,-18229
28572,-27075
28094,-7346
27988,-30861
28075,-34531
28017,-13503
27812,-31788
28104,-2233
26601,-14882
28570,28421
28558,-14064
27678,-21830
28522,-6096
28279,-12932
28480,-20948
27530,-16078
27475,-32996
27954,-17441
28530,13514
28589,-1727
28536,-15471
25124,-24618
28525,-22072
28134,-5144
25463,24074
28324,-18729
27918,-30065
28224,-19961
28277,-33398
28146,-28035
28531,27723
28117,-24176
28461,-27941
27836,-12246
25108,23292
28177,-30730
26133,-11250
28574,-35837
28460,-26773
28223,-3505
28588,25943
24415,-6188
27484,-30782
17081,-16666
28341,-3739
28307,-27140
27537,-20018
-24606,-25651
27018,-35096
28569,-4479
28422,-12825
28621,-31513
28545,-11220
28542,-26910
27832,-7911
28543,-17551
26970,26873
28619,27697
7501,-34476
27950,27831
28349,-17347
28456,-32144
27780,-17278
27126,-34823
28553,-26607
27986,-35109
28209,-32239
28089,-9021
28282,-11055
28506,27533
24909,21884
28381,-26187
24135,-11400
26137,25529
28499,-14857
28613,-30935
28488,28372
28373,-34213
28564,-26492
28366,-33477
28288,-6941
23944,-29897
28368,-17374
28534,-10658
27499,-7827
28415,-33226
28375,-32316
27463,-33460
26445,15151
28648,-18251
28671,-28086
28469,25570
28579,-26857
-27737,-35717
28655,-32295
-4703,-15327
-15470,-15484
-236,-23618
28626,-16252
-1188,-1277
28683,-12795
28272,-27246
27892,-16742
27981,-7950
-9839,-9840
26774,-13081
28591,-10977
27919,24381
28310,-33052
24790,9842
27720,19818
28371,-33720
28554,-26487
28501,-15571
26193,20638
28331,-25395
28587,28054
26854,-24772
-23208,-32637
28643,-21523
-6441,-24528
27342,-18611
27669,-34952
28548,27538
28617,-7215
28446,-283
26132,-28699
28702,-21929
28172,-33324
28535,-30293
25772,21268
28074,26946
28538,-33675
28466,-33992
28615,-5933
27644,-24244
-19897,-19899
25961,-29901
27717,-26003
23606,-22630
27108,-2442
-650,-707
28418,-25972
28731,-11991
28665,-25080
28473,-23121
27893,25844
28672,27896
28246,-31119
28025,-17507
28688,-18394
27438,-32247
28627,-1126
28600,-32549
26934,21445
28610,-16575
28635,-7452
25517,19467
28524,28326
25007,-6755
-6450,-6455
28511,-19129
28725,-26849
-5937,-8212
28217,-28058
28708,-13174
28567,27856
28586,23327
27469,-25086
26046,-31491
28739,-8869
28345,-35520
-10910,-21804
27722,26199
27937,-21530
28719,-32394
28150,-20977
28529,-14315
28670,-36026
28752,-26099
28760,-25784
28727,-22068
-24273,-24279
28767,-5880
28413,-34312
26086,25521
27425,26624
28244,-33668
28733,-12765
28599,-34226
28196,-32991
28135,20616
28463,-27746
28584,27884
28637,-34459
28114,-27298
28235,-23450
19681,-22557
26265,25314
25832,-31045
28526,-29051
28519,-8526
28687,-7936
28270,-35513
28607,28594
27445,26068
28645,-6057
28749,-29737
28712,-26170
28679,-32663
28593,-27897
28390,-34311
28537,-27794
28798,-17973
27885,-23954
28720,-22219
27794,-33697
28641,-26473
28710,-3557
28697,20759
28555,-35742
28513,-28493
28512,-24796
28624,-15429
28834,28401
28741,-22979
28532,-20560
28416,-25196
28167,-27948
28029,-33966
28432,-25594
28582,-30626
28081,-30238
27873,-32926
28718,-1413
28394,-14231
28746,-15566
28828,-27315
28810,-14336
28662,-35905
28436,-34309
28462,-35689
28040,-28742
28388,28053
28811,-22121
28577,18119
27969,-4563
27341,-28473
28846,-26795
27106,-19222
28789,-7363
28402,-33789
28745,-30988
28776,-11940
28352,-32000
28808,-31919
-30158,-30167
28660,-16721
28871,-10293
28771,-22257
26822,17213
28632,-15907
28412,-27127
28751,-29381
28762,-34098
-1061,-4022
28675,-15882
28781,-22389
27993,-28515
28685,-18141
28273,-14688
28864,-31997
27050,-28138
28813,-25800
28883,-2866
25758,-29754
27789,27276
28812,-14009
25441,-17302
28644,-18799
28756,-28990
28379,-15496
24374,-17284
28484,-28358
28634,-27096
28677,-30919
28498,-29706
28839,-6049
27452,21509
28520,22910
27762,-8191
28807,-3531
27924,-29958
28602,28108
27808,-448
25073,-35368
28881,-13151
28601,-34800
28794,-19164
27771,25467
28738,27889
28559,-11218
28651,23473
28897,-31338
27609,-6123
28779,-9752
28317,-8328
28592,-3361
28833,24913
28867,-31173
28904,-11663
21975,-23675
28851,-28806
28877,-32781
28622,-5557
28037,27471
28711,-13807
28222,18488
27809,-31669
28795,-26832
28125,-23898
28334,-1818
28608,-6923
28252,27576
25860,-9472
28825,-27757
28903,-7737
28686,-17039
28625,-32500
28822,-33726
28870,28038
28612,20480
28826,-25312
28894,-2694
28840,28453
28709,-11989
28668,27964
25993,-14562
28943,-30466
-25077,-25104
27613,-14310
28127,-27019
28642,-26400
27322,-27025
27939,27140
28775,26982
28658,-21644
28931,-24575
28701,-2931
28778,-23127
28628,-12165
28663,-22129
28853,-26706
28821,27404
28654,-27798
-25849,-25895
28856,-28994
28565,-28702
28945,-32791
28920,-6086
28424,-8051
27265,-27249
28929,-33274
28971,-31389
28892,-22248
28419,-34288
26975,-34266
28861,-27946
28906,28071
28900,-15523
28459,-27508
28578,-35646
28982,-23131
28295,-8754
28442,-25488
28734,-27436
-29810,-31555
24098,7911
27245,-9833
28960,-17036
27440,27213
28659,24376
28952,-26842
28918,-31808
27976,26308
-30914,-34179
28942,-17911
29002,-31123
28699,-17152
28901,-29376
28863,-15404
28843,-13482
25790,-35535
28879,-4562
28684,-20921
26498,-2621
27945,-15633
28866,-21331
28646,-12894
28829,-34422
28315,-16565
28841,-33470
28895,-23878
28533,-31456
28503,10886
28549,-34120
28962,-34222
28755,-26749
28636,-30858
28907,-1985
28073,19877
27194,22502
28129,-32490
28185,-32336
28491,-26227
27760,-4296
28859,-20557
28991,27721
28724,-25451
28966,-32047
24997,-18177
28305,-30574
29027,-31971
28261,-28037
19403,-18408
28910,28251
28596,-31733
29019,-23772
27433,-22577
28713,-30524
28993,-8058
28241,-8994
17446,17018
28508,-27875
25940,-9820
28885,-12812
27739,-34854
28965,-20120
28996,-30650
28953,-26561
29039,-34221
16218,-35147
28917,-34975
-18742,-18754
28938,-22706
28033,-23939
28989,-15434
27757,-34116
28304,27591
28946,-34916
29021,-17145
28913,-19550
26118,16548
28992,-6048
28682,-10023
28886,-30537
28891,-30004
-23815,-33446
29042,-26981
29070,27479
28987,-30440
21998,-29678
28191,-26435
27826,26038
29006,-33858
28664,-29308
28983,-12145
28518,-28519
29071,28638
28873,-17635
28980,-28566
22195,21885
28145,-28558
28698,-29519
28842,-32654
28355,25510
29066,26407
28332,-12684
28869,-3970
27476,-23498
27688,-28113
28995,-31091
29016,-35055
29082,-1149
28336,-32896
29012,-26868
28595,-33918
26096,-29866
28955,28737
28985,-21143
28814,-22079
28603,-9733
28890,23112
28857,-8524
28816,-26999
28052,-29684
21324,-27819
29091,-7394
27830,-33465
24625,-29416
28328,-29113
29049,-20575
28783,-32925
29059,-28340
29063,-8052
28095,24777
28439,-33535
28835,-7967
28875,-35636
28757,-7201
28580,-9727
25672,-25394
29083,-33231
29086,-3622
28695,-17291
28788,-30763
28002,-30035
28673,-12653
29099,-12176
29114,-13149
28547,-11371
28465,-32027
28844,19672
29079,-15451
26396,-27186
28573,27291
29123,-22073
27870,26634
26967,21576
28884,20667
28417,-11503
29116,-34477
29084,28606
29134,-20553
29055,-26306
28802,-31494
28661,-33445
29137,-25840
-18753,-26252
-26554,-26560
28266,-10984
26298,-29861
-10115,-23598
29052,-20869
25014,20944
28494,-5912
29068,-24395
28981,-30082
29164,-36019
28777,-14601
29145,-29281
27096,26084
29000,-27504
27935,27434
28614,-23638
29124,27532
28791,-8763
29020,-31111
28780,20365
27094,26082
29062,-30520
-1150,-21803
28405,-30932
29166,-5430
29127,-5916
29130,-7436
28854,28407
29001,-25802
25342,-25608
-15696,-15697
28250,-20386
26255,-8959
28109,28022
27170,-35724
29146,-6069
29007,-33399
-33050,-33051
28925,-32875
28888,28434
27435,-2698
28359,-27918
29152,-26783
29081,-21308
29033,-16564
29072,-24932
27803,-35405
29031,-12867
28986,-12784
28425,-35095
28817,-19244
26017,-34584
28855,27887
28653,26379
29103,-35413
28195,-23557
23120,-34787
24621,-34149
29097,-33859
28949,-30164
20435,-31350
29135,-18382
28681,-26788
28049,26200
28941,-25948
27319,-16523
28715,-33214
28219,-28434
-16447,-16478
28902,-18142
23785,-28627
25619,-20663
29118,-26882
27987,-24098
29106,-35103
28880,-35483
29167,-33362
28930,-26642
29111,-3952
29219,-12911
28169,-27068
28940,4774
29182,-25036
23628,-33600
28865,-24972
28936,-33068
29029,-15644
29121,-13893
28768,28544
28899,-33511
28629,-30561
26994,-22128
28874,27928
29122,-26708
29101,-13504
29226,-28565
29023,-31217
29220,-12770
28961,-28242
29061,-22585
28003,-29867
28927,28590
18758,-18102
29005,-644
26602,-34274
27562,-32946
27241,-16019
29058,28924
27977,-32901
26556,18105
29102,-17820
28064,-32634
28809,28306
28707,-28015
28427,-20754
29151,-29254
27514,-33100
29117,28204
28489,-29976
-24155,-33038
29266,-32012
28351,-27243
29247,24306
29060,-34735
28043,-22109
29169,-29757
26671,-33663
28243,-21455
29126,-8477
29140,28448
29075,-32737
28575,-28680
29231,-30169
28269,-30000
28557,-19227
28107,-15601
28692,-13769
29180,28474
29233,-17537
28187,-27812
22687,-35237
28984,-31665
28380,-27011
28585,14756
29284,-20982
27790,-31798
29148,27616
28770,27877
29208,-11527
29236,-25953
28376,-21994
29073,-33951
28850,-14877
29047,-18726
29183,-33241
29142,-7222
29246,-19895
-23539,-34096
29216,-16574
29196,-20546
28458,-22913
29300,-24830
28258,-5872
28868,27703
29256,-30239
29248,-33032
28761,28220
29275,-671
29214,-26802
29285,-33284
27635,26756
29267,-19157
29303,12493
29088,-26218
29003,-30347
26623,-14559
29200,-21928
28451,-24942
29197,-5906
28773,28630
28604,-31332
26714,-32377
29110,-17614
28801,-1253
28550,-30165
29254,-25089
-25048,-27699
29191,-3520
29296,-26958
29269,26109
29340,-26798
28361,-33003
29092,-25277
28827,-8362
24114,16571
28979,-18705
28467,-8398
29150,-14366
28736,-32035
28618,-32200
22535,-33311
29043,-17232
29325,-26237
29181,-35514
29333,-1284
29268,-8389
-17915,-17917
28471,26398
29098,-24187
28680,-25612
28914,28729
29193,-30513
28765,-28840
29357,-1269
28369,24718
29295,-20652
29350,-34319
29056,26246
29323,-32763
29321,-29054
29171,29076
28566,-31607
28919,-32805
28396,-22372
29327,-34111
29302,-34142
29176,-27932
29310,-32924
-33127,-33130
29119,-31909
29190,-31112
27785,-15116
29253,-3406
18395,-11870
26252,24641
29262,-34107
29251,-12930
28730,-15183
-26979,-27830
29189,26457
29107,-29948
29374,-26693
29241,-16174
29305,25721
28631,-34839
27756,-27967
29337,-13519
29198,-7395
29297,-29761
29179,-30981
28764,-5234
29041,-24675
28743,-13677
29414,-11259
29173,-7544
28716,-10669
29394,-32799
29113,28128
29244,-35069
28700,-9014
29348,-20644
29089,-24071
28758,-28920
28934,-32297
25512,-1133
29115,-29001
27741,25554
29313,-13218
29362,-30945
29100,-24145
27027,-34775
29387,-33252
27752,-29351
28551,-6965
29390,-32128
29368,-8394
29259,24012
29022,-24149
29364,-25283
29108,28346
29170,-25852
22419,-6016
28998,-1698
27074,-27842
26971,-34811
29418,-33365
29391,-26244
29326,-33229
29080,-34115
29353,-32376
27090,-22759
28190,-28604
28237,-27026
28032,22240
29034,-33479
-12889,-12925
28561,24789
28939,-10518
28157,-24041
-11390,-20923
24311,-34974
28605,-18188
-26964,-26966
29278,-16034
27770,20693
28256,-24422
28744,-8387
23648,-3152
29376,-8542
29397,-27101
29239,-8623
29439,-33031
20359,12346
28748,-29456
29396,-7228
29398,-32043
28796,28430
27863,-6511
29361,-12821
29422,-5252
29457,-31521
28523,-28089
24989,-34132
29314,-27015
-34754,-35193
29425,-18145
28957,-29849
29375,-32332
-32535,-34850
28540,-28613
29449,-28513
27655,26754
28735,-16745
28722,-32167
29443,-33257
29036,-31458
29420,-33439
29286,-20789
25918,-34708
29459,28387
28581,-20942
-32747,-33703
29064,-27637
29499,-32329
29408,-12906
29433,-32942
29395,-22376
29483,-33373
28896,-33308
-26949,-26961
29377,27071
26865,-34205
29402,-31120
29255,-21358
13970,-33630
29147,-17285
27490,-29343
29491,-5331
28975,-23336
28916,-30283
28183,-8326
28444,-14187
29339,-23118
29458,-29049
29168,-9565
29421,-12177
28475,-19727
29412,-32661
29141,-32476
-27860,-27861
29093,-16074
-13646,-34755
29292,-11678
29430,-26905
29370,-7937
29501,-16852
25788,-35041
29446,-34227
29431,-32682
29492,-28589
29460,26860
29452,-25871
29343,-19152
29516,-3569
26317,24874
29388,-5948
26019,-33594
29383,-6951
-29704,-35002
29037,-17362
29131,-31168
29249,-33935
29217,-31748
28754,27956
29427,-10602
29440,-30953
29502,-24150
29187,-23651
28799,-7267
28696,-27170
29454,-24390
29207,-6088
24267,-29742
29288,-32391
29399,-32214
29554,-30840
29304,-30168
29549,-34219
28978,-26007
29309,-28853
29261,-34185
25099,-4706
29437,-31809
28959,-14718
28443,-8199
26930,6980
29345,28968
28316,-29605
28694,-24818
29136,-28352
29544,-32009
29030,28112
28367,-20664
29270,-5161
29434,-31674
29289,-378
29481,-35039
-21735,-28439
29506,-34629
29369,-14353
28905,-35375
28118,-16925
28423,-34683
29419,-26982
29497,-20209
29318,-26453
29385,-25098
29475,-31354
29015,-26814
29156,-31246
28988,-25873
27700,-33074
29355,26973
28690,18673
28656,-30841
29265,-21116
28198,-26358
25906,-27459
26569,-6445
29509,-20778
29450,26638
28935,-28522
28836,-35787
28485,-26640
20706,19639
29287,-12196
29211,-18995
